name
3DEE AFRICAN TASTE LTD
7S TRADING LIMITED
A & J GLOBAL FRESH PRODUCE L TD
AA BAITS & FEEDS LIMITED
AFRICAN FOOD HUB LIMITED
AFRO CASH & CARRY FOOD LTD
ATLANTICO UK LTD
"BARROW, LANE & BALLARD LTD"
BJ'S SALE LIMITED
BLAKES PET FOOD & FISHING BAIT LTD
BMS INCORPORATED CONSULTANCY SERVICES LIMITED
BUY WHOLE FOODS ONLINE LTD
C&A FOOD GROUP LTD
C.C.MOORE & CO LIMITED
CELEBRITY YOU LIMITED
CLF DISTRIBUTION LIMITED
COTSWOLD HEALTH PRODUCTS LTD
CROWN AND JOY LIMITED
DELIGHT FOODS UK LTD
"DELTACROWN, FOOKS AND FRENCH LTD"
DIAMOND FOOD SALES LTD
DOVES FARM FOODS LTD
EAST SHACK LTD.
Euro Asia fruit Dutch B.V.
EVER GREEN FRESH PRODUCE LIMITED
FARATOLA ENTERPRISE LTD
FGS INGREDIENTS LIMITED
FLYING TRADE LTD
FMX FOOD MERCHANTS IMPORT AND EXPORT COMPANY LTD
FREEWORLD FOODS LTD
Freshchoi Handel BV
G J W TITMUSS LIMITED
GAJEWSKA MAGDALENA
GECO INTERNATIONAL LIMITED
GHAETAN INDUSTRIEL SOHFEUYO
GOLDEN POPCORN LTD
H G GLADWELL & SONS LTD
HOME FOODS ASIA LTD
HOWARTH WINTERBROOK LTD
IMPORTS SOL ANDINO UK LIMITED
INSTANT DELIGHTS LTD
INZA TRAORE
JAFFNA FOODS LTD
JK GROUP UK LTD
JMJ FOODS LTD
JN FOX & SONS UK LTD
JUMBO MIDLANDS LTD
KALISHA AFRICAN MARKET
KENNTOSS VENTURES LTD
KENPRO IMPEX LIMITED
KWALITY VEGETABLES & FRUIT L IMITED
L B ENTERPRISES LTD
LA CASA DE JACK LTD
LIVE SEAFOOD LIMITED
MAHARAJ FOODS LIMITED
MAJOLAGBE MURITALA
MAKRIS IHENDE
MANNING IMPEX LIMITED
MARISCO TRADING LTD
MEELUNIE B.V.
MERCAEXPRESS LATINO LTD
METROLOVE LTD
MIDID FOODS INTERNATIONAL LT D
MINOR WEIR & WILLIS LTD
Mitrofresh BV
NAIRN'S OATCAKES LTD
NATIONWIDE PRODUCE LIMITED
NEWLY WEDS FOODS ACQUISITION
NUE INNOVATIONS LIMITED
NURCHER LIMITED
OPSAT SHIPPING LIMITED
ORIENTAL FOOD EXPRESS LTD
PAR FOODS LIMITED
PATRICK ADU. FLORENCE ADU
PRESTON INNOVATIONS LTD
PYMA LIMITED
QUALITTY FOOD UK LIMITED
QUINTERO FOODS LTD
R S FOODS LIMITED
RACHEL AGBANDJE
RAJNIKANT MORARJI THAKRAR
RAPALA VMC UK LIMITED
RHUMVELD UK LTD
S&NJ VELASSERY IMPORTS AND D ISTRIBUTION LTD
SEABLUE
SHOYEMI OLORUNTOLA
SOYASA FOODLINKS LTD
SPICES INDIA PRIVATE LIMITED
SPICEWAY WHOLESALE LIMITED
SUNFRESH LIMITED
T FUTTER COMMODITIES LTD
TAJ FOODS LTD
TARGET FEEDS LIMITED
THREENITEE ENTERPRISE LIMITE D
THYWILL IMPORTS LTD
TILAK FOODS LTD
TROPIFRUIT UK LTD
TRUE SOURCE TRADING LIMITED
UNIVERSAL IMPORT EXPORT UK LTD
VIBRANT BRANDS LIMITED
W.WING YIP PLC
WANG ZENG INTERNATIONAL LTD
WANIS LTD
YABI CARGO LTD
